link-href,atcCode,name,ddd,unit,adminRoute,note
https://atcddd.fhi.no/atc_ddd_index/?code=L02AB03,L02AB03,gestonorone,40,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=G03DA01,G03DA01,gestonorone,30,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=R05DB14,R05DB14,fedrilate,0.2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=P01AC03,P01AC03,etofamide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N05CA20,N05CA20,etallobarbital,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N03AC03,N03AC03,ethadione,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=M03BX30,M03BX30,fenyramidol,2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C03CX01,C03CX01,etozolin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=G03GB03,G03GB03,epimestrol,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=G01AC01,G01AC01,diiodohydroxyquinoline,0.2,g,V,
https://atcddd.fhi.no/atc_ddd_index/?code=A06AB03,A06AB03,dantron,50,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=S01BA09,S01BA09,clobetasone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=M04AC02,M04AC02,cinchophen,1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=G01AX01,G01AX01,clodantoin,0.1,g,V,
https://atcddd.fhi.no/atc_ddd_index/?code=D07AB01,D07AB01,clobetasone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C08CA16,C08CA16,clevidipine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C03BA12,C03BA12,clorexolone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A07XA06,A07XA06,crofelemer,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A03FA08,A03FA08,cinitapride,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V04CC04,V04CC04,ceruletide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01DD09,J01DD09,cefodizime,2,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=L01BC04,L01BC04,carmofur,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N01BB05,N01BB05,butanilicaine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C05BX01,C05BX01,calcium dobesilate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B01AX07,B01AX07,caplacizumab,10,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BD01,N05BD01,benzoctamine,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BD01,N05BD01,benzoctamine,30,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=G04BE11,G04BE11,udenafil,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C01CA22,C01CA22,arbutamine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=L01AB,L01AB01,busulfan,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=L01AB,L01AB02,treosulfan,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=L01AB,L01AB03,mannosulfan,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C10AX14,C10AX14,alirocumab,5.4,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=C09XA53,C09XA53,aliskiren and amlodipine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C01CX06,C01CX06,angiotensinamide,5,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=A16AB01,A16AB01,alglucerase,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N03AB01,N03AB01,ethotoin,2.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J07BH,J07BH01,"rota virus, live attenuated",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J07BH,J07BH02,"rota virus, pentavalent, live, reassorted",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D07AC18,D07AC18,prednicarbate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J06BB30,J06BB30,combinations,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=G03CA57,G03CA57,conjugated estrogens,0.625,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=G03CA57,G03CA57,conjugated estrogens,0.625,mg,V,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX17,J05AX17,enisamium iodide,1.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX01,moroxydine,0.3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX02,lysozyme,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX05,inosine pranobex,3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX06,pleconaril,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX07,enfuvirtide,0.18,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX09,maraviroc,0.6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX10,maribavir,0.8,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX13,umifenovir,0.8,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX17,enisamium iodide,1.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX18,letermovir,0.48,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX18,letermovir,0.48,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX19,tilorone,0.125,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX21,pentanedioic acid imidazolyl ethanamide,90,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX23,ibalizumab,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX24,tecovirimat,1.2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX25,baloxavir marboxil,40,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX26,amenamevir,0.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX27,favipiravir,1.6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX28,bulevirtide,2,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX29,fostemsavir,1.2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX31,lenacapavir,0.19,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX,J05AX31,lenacapavir,5.1,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=J01GB08,J01GB08,sisomicin,0.24,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=G03GA04,G03GA04,urofollitropin,75,U,P,
https://atcddd.fhi.no/atc_ddd_index/?code=D05AX05,D05AX05,tazarotene,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C01DA38,C01DA38,tenitramine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C01BD06,C01BD06,tedisamil,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AB13,M01AB13,oxametacin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A02BA07,A02BA07,ranitidine bismuth citrate,0.8,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N07BC04,N07BC04,lofexidine,1.4,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A03AC04,A03AC04,nicofetamide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V09IB02,V09IB02,indium (111In) satumomab pendetide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B01AC10,B01AC10,indobufen,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N06BX05,N06BX05,fipexide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=M02AA08,M02AA08,felbinac,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01MA19,J01MA19,garenoxacin,0.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J01MA08,J01MA08,fleroxacin,0.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J01MA08,J01MA08,fleroxacin,0.4,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N07AX03,N07AX03,cevimeline,90,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J01XX03,J01XX03,clofoctol,1.5,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=C03DA02,C03DA02,potassium canrenoate,0.4,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=V08AA07,V08AA07,acetrizoic acid,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DX10,R03DX10,benralizumab,0.54,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BX03,N05BX03,etifoxine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N04AC30,N04AC30,etybenzatropine,9,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J07BC02,J07BC02,"hepatitis A, inactivated, whole virus",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N07XX10,N07XX10,laquinimod,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=G01AF19,G01AF19,sertaconazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D01AC14,D01AC14,sertaconazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=G01AF17,G01AF17,oxiconazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D01AC11,D01AC11,oxiconazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C03DA,C03DA01,spironolactone,75,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C03DA,C03DA02,potassium canrenoate,0.4,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=C03DA,C03DA03,canrenone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C03DA,C03DA04,eplerenone,50,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C03DA,C03DA05,finerenone,20,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J01DC10,J01DC10,cefprozil,1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BA16,N05BA16,nordazepam,15,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R05DA08,R05DA08,pholcodine,50,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=S01XA01,S01XA01,guaiazulen,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A08AA04,A08AA04,dexfenfluramine,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AX15,N05AX15,cariprazine,3,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N04AA01,N04AA01,trihexyphenidyl,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N01BA04,N01BA04,chloroprocaine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB01,phenazone,3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB02,metamizole sodium,3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB02,metamizole sodium,3,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB02,metamizole sodium,3,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB03,aminophenazone,0.5,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB04,propyphenazone,3,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB05,nifenazone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB51,"phenazone, combinations excl. psycholeptics",3,g,O,Refers to phenazone
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB52,"metamizole sodium, combinations excl. psycholeptics",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB53,"aminophenazone, combinations excl. psycholeptics",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB54,"propyphenazone, combinations excl. psycholeptics",3,g,O,Refers to propyphenazone
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB71,"phenazone, combinations with psycholeptics",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB72,"metamizole sodium, combinations with psycholeptics",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB73,"aminophenazone, combinations with psycholeptics",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BB,N02BB74,"propyphenazone, combinations with psycholeptics",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R05DA10,R05DA10,thebacon,15,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R05CA04,R05CA04,ipecacuanha,4,mg,O,emetine
https://atcddd.fhi.no/atc_ddd_index/?code=P01CB02,P01CB02,sodium stibogluconate,0.85,g,P,Sb5+
https://atcddd.fhi.no/atc_ddd_index/?code=D11AX13,D11AX13,monobenzone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AB04,V03AB04,pralidoxime,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A03AA07,A03AA07,dicycloverine,80,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A03AA07,A03AA07,dicycloverine,80,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AB08,N05AB08,thioproperazine,75,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AB08,N05AB08,thioproperazine,20,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=L01CX01,L01CX01,trabectedin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AB04,N05AB04,prochlorperazine,0.1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AB04,N05AB04,prochlorperazine,50,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AB04,N05AB04,prochlorperazine,0.1,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AF03,J05AF03,zalcitabine,2.25,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=D01AE09,D01AE09,sulbentine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D01AC09,D01AC09,sulconazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C09AA13,C09AA13,moexipril,15,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BA15,N02BA15,carbasalate calcium,3.6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=B01AC08,B01AC08,carbasalate calcium,1,tablet,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BA11,N05BA11,prazepam,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=B03XA02,B03XA02,darbepoetin alfa,4.5,mcg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=R05DB21,R05DB21,cloperastine,60,mg,O,Expressed as cloperastine hydrochloride
https://atcddd.fhi.no/atc_ddd_index/?code=B05BC,B05BC01,mannitol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B05BC,B05BC02,carbamide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R05DB16,R05DB16,dibunate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A03FA04,A03FA04,bromopride,20,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A03FA04,A03FA04,bromopride,20,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=S01XA20,S01XA20,artificial tears and other indifferent preparations,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B01AD11,B01AD11,tenecteplase,40,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=C10AC,C10AC01,colestyramine,14,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C10AC,C10AC02,colestipol,20,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C10AC,C10AC03,colextran,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C10AC,C10AC04,colesevelam,3.75,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A10BG,A10BG01,troglitazone,0.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A10BG,A10BG02,rosiglitazone,6,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A10BG,A10BG03,pioglitazone,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A10BG,A10BG04,lobeglitazone,0.5,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C09CA05,C09CA05,tasosartan,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J04AK05,J04AK05,bedaquiline,86,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C10AX12,C10AX12,lomitapide,40,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R03CC07,R03CC07,pirbuterol,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R03AC08,R03AC08,pirbuterol,1.2,mg,Inhal.aerosol,
https://atcddd.fhi.no/atc_ddd_index/?code=N06BA11,N06BA11,dexmethylphenidate,15,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M02AA12,M02AA12,naproxen,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AE02,M01AE02,naproxen,0.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AE02,M01AE02,naproxen,0.5,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=G02CC02,G02CC02,naproxen,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B02BX04,B02BX04,romiplostim,30,mcg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=A03AX04,A03AX04,pinaverium,0.15,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C04AX01,C04AX01,cyclandelate,0.6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=B02BX02,B02BX02,carbazochrome,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A12BA05,A12BA05,potassium gluconate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01FA05,S01FA05,homatropine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C09AA16,C09AA16,imidapril,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=P03AC03,P03AC03,phenothrin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01MA09,J01MA09,sparfloxacin,0.2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AB02,M01AB02,sulindac,0.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AB02,M01AB02,sulindac,0.4,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AB02,M01AB02,sulindac,0.4,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=C07AG01,C07AG01,labetalol,0.6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C07AG01,C07AG01,labetalol,0.6,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=C07AA23,C07AA23,penbutolol,40,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A03AB06,A03AB06,otilonium bromide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V04CX01,V04CX01,indocyanine green,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01BA11,S01BA11,desonide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AX09,N06AX09,viloxazine,0.2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N03AD03,N03AD03,mesuximide,0.9,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N01AX13,N01AX13,nitrous oxide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J07BD52,J07BD52,"measles, combinations with mumps and rubella, live attenuated",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=H02CA01,H02CA01,trilostane,0.36,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=D07AB08,D07AB08,desonide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=G04BD02,G04BD02,flavoxate,0.8,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N03AC02,N03AC02,trimethadione,1.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=P01AC01,P01AC01,diloxanide,1.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=L03AX03,L03AX03,BCG vaccine,1.8,mg,intravesical,
https://atcddd.fhi.no/atc_ddd_index/?code=J07AN01,J07AN01,"tuberculosis, live attenuated",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=H02AB13,H02AB13,deflazacort,15,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R06AC03,R06AC03,chloropyramine,0.15,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R06AC03,R06AC03,chloropyramine,20,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=P01BC02,P01BC02,mefloquine,1,g,O,base
https://atcddd.fhi.no/atc_ddd_index/?code=D04AA09,D04AA09,chloropyramine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B05XA10,B05XA10,magnesium phosphate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DX07,R03DX07,roflumilast,0.5,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=P01BE04,P01BE04,artemotil,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N05CD13,N05CD13,cinolazepam,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AA07,N05AA07,chlorproethazine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AH05,M01AH05,etoricoxib,60,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=B05CX03,B05CX03,glycine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A02BA08,A02BA08,lafutidine,20,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AC04,N05AC04,pipotiazine,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AC04,N05AC04,pipotiazine,5,mg,P,depot
https://atcddd.fhi.no/atc_ddd_index/?code=C10AX05,C10AX05,meglutol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C05CX01,C05CX01,tribenoside,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C05AX05,C05AX05,tribenoside,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DX03,R03DX03,fenspiride,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03BX01,R03BX01,fenspiride,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01CA09,J01CA09,azlocillin,12,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=G04BD09,G04BD09,trospium,40,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C01CA25,C01CA25,amezinium metilsulfate,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=S02AA02,S02AA02,nitrofural,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01AX04,S01AX04,nitrofural,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=P01CC02,P01CC02,nitrofural,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=P01BE01,P01BE01,artemisinin,1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N03AG05,N03AG05,progabide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D09AA03,D09AA03,nitrofural,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D08AF01,D08AF01,nitrofural,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D08AE05,D08AE05,chloroxylenol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D07AD02,D07AD02,halcinonide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C09AA09,C09AA09,fosinopril,15,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=B05CA03,B05CA03,nitrofural,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V08CA05,V08CA05,mangafodipir,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V08AA01,V08AA01,diatrizoic acid,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V04CG04,V04CG04,pentagastrin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AB31,V03AB31,prussian blue,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S03AA01,S03AA01,neomycin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S02AA16,S02AA16,ofloxacin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S02AA07,S02AA07,neomycin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01GA01,S01GA01,naphazoline,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01EX01,S01EX01,guanethidine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01EC01,S01EC01,acetazolamide,0.75,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=S01EC01,S01EC01,acetazolamide,0.75,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=S01EA04,S01EA04,clonidine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01AE01,S01AE01,ofloxacin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01AA03,S01AA03,neomycin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R07AB03,R07AB03,pentetrazol,0.1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R06AX26,R06AX26,fexofenadine,0.12,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R06AX02,R06AX02,cyproheptadine,12,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DC03,R03DC03,montelukast,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R02AB01,R02AB01,neomycin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R01AB02,R01AB02,naphazoline,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R01AA08,R01AA08,naphazoline,0.4,mg,N,
https://atcddd.fhi.no/atc_ddd_index/?code=P02CF01,P02CF01,ivermectin,12,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=P01AX05,P01AX05,mepacrine,0.3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N06BA10,N06BA10,fenetylline,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AX24,N06AX24,vilazodone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AX14,N06AX14,tianeptine,37.5,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AF05,N06AF05,iproniazide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AB06,N06AB06,sertraline,50,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AB05,N06AB05,paroxetine,20,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AB03,N06AB03,fluoxetine,20,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N06AA11,N06AA11,protriptyline,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05CE01,N05CE01,glutethimide,0.25,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05CD02,N05CD02,nitrazepam,5,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05CA11,N05CA11,heptabarbital,0.2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05CA08,N05CA08,vinylbital,0.15,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05CA07,N05CA07,talbutal,0.1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BA08,N05BA08,bromazepam,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BA04,N05BA04,oxazepam,50,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AL05,N05AL05,amisulpride,0.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AL05,N05AL05,amisulpride,7.5,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AL03,N05AL03,tiapride,0.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AL03,N05AL03,tiapride,0.4,g,P,
